"","Model name","Variable","Posterior mean","Lower 95% CI","Upper 95% CI","Effective sample size","pMCMC","Effect"
"latitude.m.1","Latitude - mu","(Intercept)",0.00263852243575245,0.000243081112785148,0.00518744434521068,18000,0.0373333333333334,"fixed"
"latitude.m.2","Latitude - mu","Decimal.Latitude",1.08751890584385e-05,-4.14845708291978e-05,6.07279580435716e-05,18000,0.687,"fixed"
"latitude.m.3","Latitude - mu","units",0.00288491352151929,0.00278935736284604,0.00297763591584014,15773.8573976976,NA,"residual"
"system.m.1","Realm - mu","systemFreshwater",0.00256569135550035,-0.000903794039913919,0.00610237414366566,18000.0000000001,0.146222222222222,"fixed"
"system.m.2","Realm - mu","systemMarine",0.00370668149331513,0.000307318063278217,0.00693073529691901,18596.8539579481,0.0285555555555554,"fixed"
"system.m.3","Realm - mu","systemTerrestrial",0.00281937753464246,0.000232945283642039,0.00543229397953837,18000,0.0346666666666666,"fixed"
"system.m.4","Realm - mu","units",0.00288366968483677,0.00279243724145086,0.0029811953625333,16323.6707501729,NA,"residual"
"system.m.var.1","Realm - weighted","systemFreshwater",0.00360161623334725,-0.00140897950768704,0.0085492394209723,18000,0.155666666666667,"fixed"
"system.m.var.2","Realm - weighted","systemMarine",0.00329714562426425,-0.00154436648881529,0.00790107714419719,17999.9999999999,0.167888888888889,"fixed"
"system.m.var.3","Realm - weighted","systemTerrestrial",0.0033751415240617,1.13627902464941e-05,0.00688125644228421,18000.0000000001,0.0525555555555555,"fixed"
"system.m.var.4","Realm - weighted","units",0.00295812562836296,0.00281105533581603,0.00309087112238846,13851.3840925715,NA,"residual"
"system.m2.1","Realm - slope","systemFreshwater",0.0055582668897325,-0.000237452150031459,0.0116733193790424,17999.9999999998,0.0673333333333332,"fixed"
"system.m2.2","Realm - slope","systemMarine",0.00322997180731467,-0.00247841217787936,0.00882938747599837,18000,0.262666666666667,"fixed"
"system.m2.3","Realm - slope","systemTerrestrial",0.00358203072301701,-0.00089221223606728,0.00801560068066465,18000,0.114,"fixed"
"system.m2.4","Realm - slope","units",0.00807237979504464,0.00781240780832128,0.00834474122226226,15949.9556213906,NA,"residual"
"system.m.sigma.1","Realm - fluctuations sigma","systemTerrestrial",0.0222856996751222,0.0204760818414798,0.0241086544119753,16584.4661179784,5.55555555555556e-05,"fixed"
"system.m.sigma.2","Realm - fluctuations sigma","systemMarine",0.0279356619932712,0.0255980340298265,0.0303343464183854,21131.0684853972,5.55555555555556e-05,"fixed"
"system.m.sigma.3","Realm - fluctuations sigma","systemFreshwater",0.0277108786868353,0.025161530043988,0.0301403766279691,17579.4083691911,5.55555555555556e-05,"fixed"
"system.m.sigma.4","Realm - fluctuations sigma","units",0.0016221707556426,0.00156887645425813,0.00167753215149041,15086.3999432824,NA,"residual"
"system.m.ci.1","Realm - fluctuations CI","systemFreshwater",0.143901409120116,0.135860424448765,0.152291791440803,18000,5.55555555555556e-05,"fixed"
"system.m.ci.2","Realm - fluctuations CI","systemMarine",0.147541798277405,0.139850445615593,0.15522786994552,18000,5.55555555555556e-05,"fixed"
"system.m.ci.3","Realm - fluctuations CI","systemTerrestrial",0.117565967205635,0.111176371079637,0.12361541215796,18000,5.55555555555556e-05,"fixed"
"system.m.ci.4","Realm - fluctuations CI","units",0.0115582222844703,0.0111932567278128,0.0119450911007034,17554.898794263,NA,"residual"
"system.m.ci.var.1","Realm - fluctuations CI weighted","systemTerrestrial",0.130419562127615,0.122380821296247,0.138397348768194,18000,5.55555555555556e-05,"fixed"
"system.m.ci.var.2","Realm - fluctuations CI weighted","systemMarine",0.169363326777559,0.159296792955502,0.179748011025367,18000,5.55555555555556e-05,"fixed"
"system.m.ci.var.3","Realm - fluctuations CI weighted","systemFreshwater",0.169765934472295,0.15899283120234,0.180949362173124,16896.4781965289,5.55555555555556e-05,"fixed"
"system.m.ci.var.4","Realm - fluctuations CI weighted","units",0.0109365778974113,0.0104651861923018,0.0113969215545593,17999.9999999999,NA,"residual"
"system.m.se.1","Realm - fluctuations SE","systemFreshwater",0.134596006669152,0.125898375132238,0.143446169007802,18000,5.55555555555556e-05,"fixed"
"system.m.se.2","Realm - fluctuations SE","systemMarine",0.139105259285432,0.130936133406067,0.147510779701406,18000.0000000001,5.55555555555556e-05,"fixed"
"system.m.se.3","Realm - fluctuations SE","systemTerrestrial",0.108991253994138,0.101959218663978,0.115443285845686,18439.5626438192,5.55555555555556e-05,"fixed"
"system.m.se.4","Realm - fluctuations SE","units",0.0115054740983168,0.0111369239046898,0.0118838096083002,18000.0000000001,NA,"residual"
"system.m.sd.1","Realm - fluctuations SD","systemFreshwater",0.563253446381396,0.557179237832315,0.569404568217578,17999.9999999999,5.55555555555556e-05,"fixed"
"system.m.sd.2","Realm - fluctuations SD","systemMarine",0.567724008653784,0.561984545056475,0.573411014687736,18000.0000000001,5.55555555555556e-05,"fixed"
"system.m.sd.3","Realm - fluctuations SD","systemTerrestrial",0.54707728225963,0.542485477024456,0.551696528804314,18000,5.55555555555556e-05,"fixed"
"system.m.sd.4","Realm - fluctuations SD","units",0.00776124576786959,0.00751263383141417,0.00800439326802416,16850.157005972,NA,"residual"
"biome.m.1","Biome - mu","biomeBoreal forests/taiga",0.00242132761075926,-0.00159147668455262,0.006269660894759,18663.7583699196,0.234888888888889,"fixed"
"biome.m.2","Biome - mu","biomeDeserts and xeric shrublands",-0.00565704675401066,-0.0225682004456758,0.0117551220173482,18000,0.526222222222222,"fixed"
"biome.m.3","Biome - mu","biomeTrop. and subtrop. grasslands savannas and shrublands",-0.00949374093235088,-0.0193438875139691,0.000372561833501095,18000,0.0607777777777778,"fixed"
"biome.m.4","Biome - mu","biomeLarge lakes",0.00346134200648476,-0.0047747823955433,0.011705913420883,18000,0.405222222222222,"fixed"
"biome.m.5","Biome - mu","biomeMediterranean forests woodlands and scrub",0.00549831411860842,-0.00262288727390114,0.0136356767470716,18000,0.187888888888889,"fixed"
"biome.m.6","Biome - mu","biomeMontane freshwaters",0.0113799155316339,-0.0276129395206226,0.0511278325284366,18000,0.574444444444445,"fixed"
"biome.m.7","Biome - mu","biomeMontane grasslands and shrublands",0.0303571537032489,0.0104417899565306,0.0504916211939417,18000,0.00333333333333341,"fixed"
"biome.m.8","Biome - mu","biomePolar freshwaters",0.00433293873281928,-0.00347121929917193,0.0115457608480938,18000.0000000001,0.258444444444444,"fixed"
"biome.m.9","Biome - mu","biomePolar seas",-0.0106742597342854,-0.0351948084571632,0.0139052863232791,18000,0.396888888888889,"fixed"
"biome.m.10","Biome - mu","biomeTemperate forests",0.00173848115750662,-0.00154108311835444,0.00529600912705064,17999.9999999999,0.318,"fixed"
"biome.m.11","Biome - mu","biomeTemperate wetlands and rivers",0.00247746296703539,-0.00150954324635677,0.00651865940744756,18000,0.225777777777778,"fixed"
"biome.m.12","Biome - mu","biomeTemperate grasslands savannas and shrublands",-0.00390037182405351,-0.0105171320901718,0.00261845164641272,18000,0.247444444444444,"fixed"
"biome.m.13","Biome - mu","biomeTropical wetlands and rivers",0.00170649855159405,-0.0074106763349846,0.0112445468766964,18000,0.725,"fixed"
"biome.m.14","Biome - mu","biomeTropical and subtropical forests",0.017738283492995,0.00919586920645088,0.0267615068369196,18000,0.000111111111111173,"fixed"
"biome.m.15","Biome - mu","biomeTropical coral",0.0243780790011145,0.0122271119907964,0.0368807703489438,18000.0000000001,0.000111111111111173,"fixed"
"biome.m.16","Biome - mu","biomeTundra",0.00672254165848176,-0.00166402735339943,0.0147639113565674,19239.4807205995,0.111222222222222,"fixed"
"biome.m.17","Biome - mu","biomeXeric freshwaters and endorheic basins",-0.00170677629639244,-0.0170782112563757,0.0132668592268601,18000,0.830666666666667,"fixed"
"biome.m.18","Biome - mu","units",0.00266250582486427,0.00255969738404015,0.0027631116096357,15790.3724776867,NA,"residual"
"biome.m.var.1","Biome - slope","biomeBoreal forests/taiga",0.00170255100581758,-0.00365715334191918,0.00692845968296751,18000,0.523333333333333,"fixed"
"biome.m.var.2","Biome - slope","biomeDeserts and xeric shrublands",-0.0265947800486643,-0.0502360937061894,-0.00245627801632509,18000,0.0313333333333333,"fixed"
"biome.m.var.3","Biome - slope","biomeTrop. and subtrop. grasslands savannas and shrublands",-0.0166918949043847,-0.0302916093496606,-0.0037379463101388,18000.0000000001,0.014,"fixed"
"biome.m.var.4","Biome - slope","biomeLarge lakes",0.00171839058975482,-0.0103178018980543,0.014983364395448,18781.4449211223,0.792222222222222,"fixed"
"biome.m.var.5","Biome - slope","biomeMediterranean forests woodlands and scrub",0.0102498571113991,-0.00195468659512699,0.0230389262142126,17609.8926451841,0.108888888888889,"fixed"
"biome.m.var.6","Biome - slope","biomeMontane freshwaters",0.0209603843456287,-0.0339345168031286,0.0743587539764121,18000,0.445,"fixed"
"biome.m.var.7","Biome - slope","biomeMontane grasslands and shrublands",0.0207561142251346,-0.00510687943096855,0.0462087900959887,17223.9381199046,0.114777777777778,"fixed"
"biome.m.var.8","Biome - slope","biomePolar freshwaters",0.0025458537119588,-0.00911844178335741,0.0142626477463637,18000,0.660111111111111,"fixed"
"biome.m.var.9","Biome - slope","biomePolar seas",-0.0155616617452387,-0.0461382085923105,0.0149710915284231,17196.0330459786,0.319777777777778,"fixed"
"biome.m.var.10","Biome - slope","biomeTemperate forests",0.00326216169992678,-0.00131243134455872,0.00778736865959218,17408.2621865102,0.164666666666667,"fixed"
"biome.m.var.11","Biome - slope","biomeTemperate wetlands and rivers",0.00438853140247019,-0.00118834014574531,0.00991088549926644,18000,0.123,"fixed"
"biome.m.var.12","Biome - slope","biomeTemperate grasslands savannas and shrublands",-0.00125402520253594,-0.0102884422813077,0.0074835224513663,18000,0.779888888888889,"fixed"
"biome.m.var.13","Biome - slope","biomeTropical wetlands and rivers",0.00263932571965232,-0.0112658875987108,0.0164551307680085,18000,0.712777777777778,"fixed"
"biome.m.var.14","Biome - slope","biomeTropical and subtropical forests",0.0251773515621825,0.0120698409118631,0.0375792345639638,17559.7897317098,0.000222222222222124,"fixed"
"biome.m.var.15","Biome - slope","biomeTropical coral",0.0357509231312823,0.0194045101015945,0.0515868418369791,18000,5.55555555555556e-05,"fixed"
"biome.m.var.16","Biome - slope","biomeTundra",0.0131345688093522,-0.000288702220132109,0.0257401630078675,17563.3832096031,0.0477777777777777,"fixed"
"biome.m.var.17","Biome - slope","biomeXeric freshwaters and endorheic basins",0.0138254895849169,-0.01010439836773,0.038056242687162,18256.6740135962,0.265111111111111,"fixed"
"biome.m.var.18","Biome - slope","units",0.0027348639185375,0.00258185787925373,0.00288498834190868,13753.2374904187,NA,"residual"
"biome.m2.1","Biome - weighted","biomeBoreal forests/taiga",0.00341551880903766,-0.00343027838971466,0.0101744346538908,18000.0000000001,0.334,"fixed"
"biome.m2.2","Biome - weighted","biomeDeserts and xeric shrublands",-0.0190926030204751,-0.0490740507084411,0.0105884902004618,18000,0.207555555555556,"fixed"
"biome.m2.3","Biome - weighted","biomeTrop. and subtrop. grasslands savannas and shrublands",-0.00410002946575481,-0.0207671285897959,0.0132551863935078,18000,0.634555555555556,"fixed"
"biome.m2.4","Biome - weighted","biomeLarge lakes",0.00685706782002953,-0.00674745943251764,0.0214523057366023,18000,0.336444444444445,"fixed"
"biome.m2.5","Biome - weighted","biomeMediterranean forests woodlands and scrub",0.00587195898526061,-0.0077936163143022,0.0197831251716707,19169.7426924491,0.401777777777778,"fixed"
"biome.m2.6","Biome - weighted","biomeMontane freshwaters",0.0226404154968218,-0.0435707966639711,0.0942848437989596,18000.0000000001,0.521111111111111,"fixed"
"biome.m2.7","Biome - weighted","biomeMontane grasslands and shrublands",0.0370694031384916,0.00329940572555643,0.0712873024822329,20405.4284499494,0.0327777777777778,"fixed"
"biome.m2.8","Biome - weighted","biomePolar freshwaters",0.0121038335955937,-0.00100901746191084,0.0247245516156909,18000,0.0692222222222223,"fixed"
"biome.m2.9","Biome - weighted","biomePolar seas",-0.0232679814003995,-0.0660619450791273,0.01830092840828,17999.9999999999,0.291555555555556,"fixed"
"biome.m2.10","Biome - weighted","biomeTemperate forests",0.0033179734191937,-0.00254327843867941,0.00907291254407028,18000.0000000001,0.264666666666667,"fixed"
"biome.m2.11","Biome - weighted","biomeTemperate wetlands and rivers",0.00491358715405267,-0.00215306315385533,0.0118046766365296,17584.5418728569,0.169111111111111,"fixed"
"biome.m2.12","Biome - weighted","biomeTemperate grasslands savannas and shrublands",-0.00808841501302973,-0.0189127774865483,0.0036384402483236,18000,0.160888888888889,"fixed"
"biome.m2.13","Biome - weighted","biomeTropical wetlands and rivers",0.00594805036930366,-0.0104810412231018,0.0218250845609873,17999.9999999999,0.472777777777778,"fixed"
"biome.m2.14","Biome - weighted","biomeTropical and subtropical forests",0.014031735055142,-0.00105758785502985,0.0290763564153167,18000,0.068111111111111,"fixed"
"biome.m2.15","Biome - weighted","biomeTropical coral",0.0391849302200383,0.0181529679539381,0.0598205783462618,18000,0.000333333333333297,"fixed"
"biome.m2.16","Biome - weighted","biomeTundra",0.0130150004353152,-0.000682095298543572,0.0273466542075766,18000.0000000001,0.0714444444444444,"fixed"
"biome.m2.17","Biome - weighted","biomeXeric freshwaters and endorheic basins",-0.0214905429774675,-0.0481611514260294,0.00338138814549893,18000,0.0986666666666667,"fixed"
"biome.m2.18","Biome - weighted","units",0.00763720496417194,0.00733821686247161,0.007925521121868,16533.1485664809,NA,"residual"
"biome.m.sigma.1","Biome - fluctuations sigma","biomeBoreal forests/taiga",0.0176669297963281,0.0147757799168176,0.0205643187000533,18000,5.55555555555556e-05,"fixed"
"biome.m.sigma.2","Biome - fluctuations sigma","biomeDeserts and xeric shrublands",0.0443911594138449,0.0313552742009051,0.0574311681266408,18000,5.55555555555556e-05,"fixed"
"biome.m.sigma.3","Biome - fluctuations sigma","biomeTrop. and subtrop. grasslands savannas and shrublands",0.0439707621023512,0.0368476267321967,0.0512648877338506,17999.9999999999,5.55555555555556e-05,"fixed"
"biome.m.sigma.4","Biome - fluctuations sigma","biomeLarge lakes",0.0241655983912579,0.0179476710691233,0.0303043557960336,18000,5.55555555555556e-05,"fixed"
"biome.m.sigma.5","Biome - fluctuations sigma","biomeMediterranean forests woodlands and scrub",0.0219403110634382,0.0157193883205764,0.028119310591137,18000,5.55555555555556e-05,"fixed"
"biome.m.sigma.6","Biome - fluctuations sigma","biomeMontane freshwaters",0.0465182824517488,0.0180867420494906,0.0754705778526841,18000,0.00111111111111106,"fixed"
"biome.m.sigma.7","Biome - fluctuations sigma","biomeMontane grasslands and shrublands",0.0309368175365152,0.0160546827828512,0.0462418870883994,17999.9999999999,5.55555555555556e-05,"fixed"
"biome.m.sigma.8","Biome - fluctuations sigma","biomePolar freshwaters",0.0271213184373589,0.0213967738309293,0.0326003104928532,17652.2938284587,5.55555555555556e-05,"fixed"
"biome.m.sigma.9","Biome - fluctuations sigma","biomePolar seas",0.0367686331575134,0.0186010392753815,0.0549828898510896,17689.0445314742,5.55555555555556e-05,"fixed"
"biome.m.sigma.10","Biome - fluctuations sigma","biomeTemperate forests",0.0192227016022794,0.0166865510400385,0.0216514361381996,17788.55619322,5.55555555555556e-05,"fixed"
"biome.m.sigma.11","Biome - fluctuations sigma","biomeTemperate wetlands and rivers",0.0243922505241212,0.0215250171313528,0.0272781255480368,18000,5.55555555555556e-05,"fixed"
"biome.m.sigma.12","Biome - fluctuations sigma","biomeTemperate grasslands savannas and shrublands",0.0150626544782507,0.010138299287064,0.0201821923237731,18000,5.55555555555556e-05,"fixed"
"biome.m.sigma.13","Biome - fluctuations sigma","biomeTropical wetlands and rivers",0.0463086081365567,0.0394536563617294,0.0535485044092638,18000,5.55555555555556e-05,"fixed"
"biome.m.sigma.14","Biome - fluctuations sigma","biomeTropical and subtropical forests",0.041451562750874,0.0349203406658489,0.0482933874009177,17508.0926192794,5.55555555555556e-05,"fixed"
"biome.m.sigma.15","Biome - fluctuations sigma","biomeTropical coral",0.0286228943311016,0.0196353825340339,0.0377172687440179,18000.0000000001,5.55555555555556e-05,"fixed"
"biome.m.sigma.16","Biome - fluctuations sigma","biomeTundra",0.0200595417799548,0.0137091713422706,0.026325586171879,18497.3470433173,5.55555555555556e-05,"fixed"
"biome.m.sigma.17","Biome - fluctuations sigma","biomeXeric freshwaters and endorheic basins",0.0392582553644767,0.0278422209376004,0.0516940003217314,18844.561262893,5.55555555555556e-05,"fixed"
"biome.m.sigma.18","Biome - fluctuations sigma","units",0.00166464001134893,0.0016025793956394,0.00173079179057959,14439.6393445725,NA,"residual"
"biome.m.ci.1","Biome - fluctuations CI","biomeBoreal forests/taiga",0.0909830207951663,0.0825415159997647,0.100077582017548,17999.9999999999,5.55555555555556e-05,"fixed"
"biome.m.ci.2","Biome - fluctuations CI","biomeDeserts and xeric shrublands",0.210188058643333,0.173330281540984,0.246934513677843,17389.2100855121,5.55555555555556e-05,"fixed"
"biome.m.ci.3","Biome - fluctuations CI","biomeTrop. and subtrop. grasslands savannas and shrublands",0.199771213941362,0.177733166179678,0.221510231065167,18000.0000000001,5.55555555555556e-05,"fixed"
"biome.m.ci.4","Biome - fluctuations CI","biomeLarge lakes",0.11244869482316,0.0953728084568866,0.130218004283961,18000,5.55555555555556e-05,"fixed"
"biome.m.ci.5","Biome - fluctuations CI","biomeMediterranean forests woodlands and scrub",0.132292845867629,0.115363340810291,0.149851857626345,18000,5.55555555555556e-05,"fixed"
"biome.m.ci.6","Biome - fluctuations CI","biomeMontane freshwaters",0.197382041577278,0.10824422648875,0.285536891868105,18000,5.55555555555556e-05,"fixed"
"biome.m.ci.7","Biome - fluctuations CI","biomeMontane grasslands and shrublands",0.162753255317917,0.120595387706999,0.205590491073735,18000,5.55555555555556e-05,"fixed"
"biome.m.ci.8","Biome - fluctuations CI","biomePolar freshwaters",0.147349715171535,0.131640979918302,0.164031689164403,18000.0000000001,5.55555555555556e-05,"fixed"
"biome.m.ci.9","Biome - fluctuations CI","biomePolar seas",0.146306394780358,0.0957531607673445,0.204088975824561,17893.9684638345,5.55555555555556e-05,"fixed"
"biome.m.ci.10","Biome - fluctuations CI","biomeTemperate forests",0.0993108102479767,0.0914620499243028,0.106718026319868,18000.0000000001,5.55555555555556e-05,"fixed"
"biome.m.ci.11","Biome - fluctuations CI","biomeTemperate wetlands and rivers",0.131716596746081,0.122922753780585,0.141212086644373,18000,5.55555555555556e-05,"fixed"
"biome.m.ci.12","Biome - fluctuations CI","biomeTemperate grasslands savannas and shrublands",0.0915320983536947,0.0773160495446064,0.105617855981109,18000,5.55555555555556e-05,"fixed"
"biome.m.ci.13","Biome - fluctuations CI","biomeTropical wetlands and rivers",0.218570688418805,0.197725340229226,0.239025551170926,17999.9999999999,5.55555555555556e-05,"fixed"
"biome.m.ci.14","Biome - fluctuations CI","biomeTropical and subtropical forests",0.197350541966064,0.1779442117695,0.215495743337669,18404.5017485122,5.55555555555556e-05,"fixed"
"biome.m.ci.15","Biome - fluctuations CI","biomeTropical coral",0.161459229702389,0.135318256550818,0.18944527846179,18000,5.55555555555556e-05,"fixed"
"biome.m.ci.16","Biome - fluctuations CI","biomeTundra",0.107255858672344,0.0899487710630638,0.124334770647692,18338.2154343939,5.55555555555556e-05,"fixed"
"biome.m.ci.17","Biome - fluctuations CI","biomeXeric freshwaters and endorheic basins",0.177380994749329,0.146460915129865,0.210692027379991,17999.9999999999,5.55555555555556e-05,"fixed"
"biome.m.ci.18","Biome - fluctuations CI","units",0.0109954497906054,0.0105887823914594,0.0114248182796461,17482.2460315758,NA,"residual"
"biome.m.ci.var.1","Biome - fluctuations CI weighted","biomeBoreal forests/taiga",0.103996136983656,0.0923886671225773,0.114751789638831,18000,5.55555555555556e-05,"fixed"
"biome.m.ci.var.2","Biome - fluctuations CI weighted","biomeDeserts and xeric shrublands",0.238892806093887,0.189967610422173,0.287597032103804,18524.3837496155,5.55555555555556e-05,"fixed"
"biome.m.ci.var.3","Biome - fluctuations CI weighted","biomeTrop. and subtrop. grasslands savannas and shrublands",0.247880815090547,0.219736764585832,0.274489483621437,18430.7219851103,5.55555555555556e-05,"fixed"
"biome.m.ci.var.4","Biome - fluctuations CI weighted","biomeLarge lakes",0.133799174057071,0.111125106690452,0.15792592316393,16663.0735032534,5.55555555555556e-05,"fixed"
"biome.m.ci.var.5","Biome - fluctuations CI weighted","biomeMediterranean forests woodlands and scrub",0.162131163753774,0.137301147558901,0.186580242487253,18000,5.55555555555556e-05,"fixed"
"biome.m.ci.var.6","Biome - fluctuations CI weighted","biomeMontane freshwaters",0.275713390442648,0.160919397341786,0.392959751960007,18000,5.55555555555556e-05,"fixed"
"biome.m.ci.var.7","Biome - fluctuations CI weighted","biomeMontane grasslands and shrublands",0.17349562623356,0.120845514298708,0.222433606861159,17341.2048399761,5.55555555555556e-05,"fixed"
"biome.m.ci.var.8","Biome - fluctuations CI weighted","biomePolar freshwaters",0.171922672623721,0.149437397467409,0.193296718061902,18386.1835863187,5.55555555555556e-05,"fixed"
"biome.m.ci.var.9","Biome - fluctuations CI weighted","biomePolar seas",0.168927427310451,0.102649095100787,0.236565361206885,18367.9761014598,5.55555555555556e-05,"fixed"
"biome.m.ci.var.10","Biome - fluctuations CI weighted","biomeTemperate forests",0.106581923113844,0.0967936522865784,0.11616018472705,18000.0000000001,5.55555555555556e-05,"fixed"
"biome.m.ci.var.11","Biome - fluctuations CI weighted","biomeTemperate wetlands and rivers",0.156051788260019,0.143985963681189,0.168555933456446,18000,5.55555555555556e-05,"fixed"
"biome.m.ci.var.12","Biome - fluctuations CI weighted","biomeTemperate grasslands savannas and shrublands",0.107233934877693,0.0899911003361922,0.124122850887943,18000,5.55555555555556e-05,"fixed"
"biome.m.ci.var.13","Biome - fluctuations CI weighted","biomeTropical wetlands and rivers",0.239233044500692,0.210677271112218,0.266848388651852,18000,5.55555555555556e-05,"fixed"
"biome.m.ci.var.14","Biome - fluctuations CI weighted","biomeTropical and subtropical forests",0.215603663398738,0.19006375506433,0.241884555027355,18000.0000000002,5.55555555555556e-05,"fixed"
"biome.m.ci.var.15","Biome - fluctuations CI weighted","biomeTropical coral",0.182916896399093,0.147108380726422,0.217842517115059,17999.9999999999,5.55555555555556e-05,"fixed"
"biome.m.ci.var.16","Biome - fluctuations CI weighted","biomeTundra",0.11357812200666,0.0906502078050835,0.136521320258908,18000,5.55555555555556e-05,"fixed"
"biome.m.ci.var.17","Biome - fluctuations CI weighted","biomeXeric freshwaters and endorheic basins",0.230139483784582,0.186097662270186,0.273283918304514,17999.9999999999,5.55555555555556e-05,"fixed"
"biome.m.ci.var.18","Biome - fluctuations CI weighted","units",0.0101903573648689,0.00967404638873154,0.0106870879703069,16731.8607310578,NA,"residual"
"biome.m.se.1","Biome - fluctuations SE","biomeBoreal forests/taiga",0.0861944300790928,0.0769084541898337,0.0958448130986653,18000.0000000001,5.55555555555556e-05,"fixed"
"biome.m.se.2","Biome - fluctuations SE","biomeDeserts and xeric shrublands",0.203750111296408,0.161593295502826,0.241688282076211,17999.9999999999,5.55555555555556e-05,"fixed"
"biome.m.se.3","Biome - fluctuations SE","biomeTrop. and subtrop. grasslands savannas and shrublands",0.126093768592748,0.101946462498745,0.149535173899494,17999.9999999999,5.55555555555556e-05,"fixed"
"biome.m.se.4","Biome - fluctuations SE","biomeLarge lakes",0.0954343835138848,0.076415739080403,0.113530009752139,17100.683262113,5.55555555555556e-05,"fixed"
"biome.m.se.5","Biome - fluctuations SE","biomeMediterranean forests woodlands and scrub",0.149269243862016,0.131211143572727,0.167028543553897,17283.1891630532,5.55555555555556e-05,"fixed"
"biome.m.se.6","Biome - fluctuations SE","biomeMontane freshwaters",0.184066200294356,0.0914767576323356,0.282668763344191,18000,0.000222222222222124,"fixed"
"biome.m.se.7","Biome - fluctuations SE","biomeMontane grasslands and shrublands",0.10999694350192,0.0654049983422738,0.155668744722789,18000,5.55555555555556e-05,"fixed"
"biome.m.se.8","Biome - fluctuations SE","biomePolar freshwaters",0.151525355190515,0.134091999058001,0.168515196990484,17999.9999999999,5.55555555555556e-05,"fixed"
"biome.m.se.9","Biome - fluctuations SE","biomePolar seas",0.0761583556720741,0.0186920636915602,0.136793658311944,18000.0000000001,0.0114444444444444,"fixed"
